candidate_id,name,party,state,incumbent_challenge_full,candidate_election_year,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,percent_vote,win,num_terms
H2AR03176,"BOOZMAN, JOHN NICHOLS",REP,AR,Incumbent,2008,396812.34,325930.49,194777.74,0.0,0.7852550301774155,1.0,4
H2AZ01149,"HAY, SYDNEY",REP,AZ,Open seat,2008,676826.83,675726.83,0.0,0.0,0.3942938515784452,0.0,2
H2AZ02055,"PASTOR, EDWARD L",DEM,AZ,Incumbent,2008,1174764.38,815870.4,1470200.87,0.0,0.7210734004677442,1.0,11
H2AZ04101,"KARG, DON",REP,AZ,Challenger,2008,0.0,0.0,0.0,0.0,0.2124538886254591,0.0,3
H2AZ05124,"SEVERIN, WARREN",LIB,AZ,Challenger,2008,0.0,0.0,0.0,0.0,0.03266456226704475,0.0,2
H2AZ07070,"GRIJALVA, RAUL M MR.",DEM,AZ,Incumbent,2008,708518.02,720899.93,23058.92,0.0,0.6326257449526437,1.0,9
H2CA01045,"WOOLSEY, LYNN C",DEM,CA,Incumbent,2008,732492.13,686389.78,70633.51,0.0,0.7169139910476273,1.0,10
H2CA09097,"EYER, JAMES M.",LIB,CA,Challenger,2008,0.0,0.0,0.0,0.0,0.04216138328530259,0.0,4
H2CA18056,"CARDOZA, DENNIS",DEM,CA,Incumbent,2008,1042844.25,962063.61,287534.07,0.0,1.0,1.0,5
H2CA19054,"RADANOVICH, GEORGE",REP,CA,Incumbent,2008,728771.47,712281.63,127471.27,2257.89,0.9843163958462612,1.0,9
H2CA25036,"MCKEON, HOWARD P ""BUCK""",REP,CA,Incumbent,2008,1053746.58,903406.22,372347.94,0.0,0.5772799284884811,1.0,11
H2CA26026,"BERMAN, HOWARD L.",DEM,CA,Incumbent,2008,1191008.58,1287902.69,310255.26,4727.73,0.9989100500650336,1.0,15
H2CA27107,"HARMAN, JANE",DEM,CA,Incumbent,2008,600684.74,687697.66,138435.15,0.0,0.6864438243290178,1.0,10
H2CA30143,"BECERRA, XAVIER",DEM,CA,Incumbent,2008,1557665.06,1396524.04,605199.22,0.0,1.0,1.0,13
H2CA32099,"WATSON, DIANE E E",DEM,CA,Incumbent,2008,233833.62,229698.08,6624.01,24272.92,0.8756863112526937,1.0,4
H2CA33048,"ROYBAL-ALLARD, LUCILLE",DEM,CA,Incumbent,2008,592198.72,595796.47,49609.68,0.0,0.7709460041168046,1.0,14
H2CA37023,"CALVERT, KENNETH S MR.",REP,CA,Incumbent,2008,1048733.3,1150439.41,51455.79,2370.5,0.5119116563643742,1.0,15
H2CA37254,"PETERS, HERB",LIB,CA,Open seat,2008,0.0,0.0,0.0,0.0,0.2179381785810123,0.0,3
H2CA39078,"SANCHEZ, LINDA",DEM,CA,Incumbent,2008,616886.61,439594.0,189578.52,0.0,0.6948957793889177,1.0,9
H2CA50034,"FILNER, BOB",DEM,CA,Incumbent,2008,990589.87,927621.41,69338.35,0.0,0.727491720838955,1.0,10
H2CO01108,"LILLY, GEORGE C",REP,CO,Challenger,2008,13746.0,14060.0,9.0,3500.0,0.23776152178671545,0.0,2
H2CO04045,"MUSGRAVE, MARILYN",REP,CO,Incumbent,2008,2869961.02,2876758.57,62132.44,5725.0,0.438029246344207,0.0,3
H2CT02112,"COURTNEY, JOSEPH D",DEM,CT,Incumbent,2008,2370579.28,1792924.4,625253.79,0.0,0.04075024532489684,0.0,9
H2DE00072,"CASTLE, MICHAEL N",REP,DE,Incumbent,2008,1480596.51,1808080.41,862744.45,0.0,0.6107996482097874,1.0,9
H2FL00250,"FEENEY, TOM",REP,FL,Incumbent,2008,2157270.1,2002973.46,206956.09,0.0,0.4111405907355768,0.0,3
H2FL01100,"MILLER, JEFFERSON B.",REP,FL,Incumbent,2008,360056.33,458363.83,7577.37,1500.0,0.7018403167590145,1.0,7
H2FL03056,"BROWN, CORRINE",DEM,FL,Incumbent,2008,559629.65,562427.2,17300.83,10938.0,1.0,1.0,11
H2FL05127,"BROWN-WAITE, VIRGINIA",REP,FL,Incumbent,2008,722180.85,563690.37,339426.13,0.0,0.6115461958527046,1.0,4
H2FL08055,"MICA, JOHN L MR.",REP,FL,Incumbent,2008,1125807.06,1031917.14,681198.98,0.0,0.6200336092547525,1.0,12
H2FL13139,"SCHNEIDER, JAN",NPA,FL,Open seat,2008,30658.91,50214.37,1173.62,126449.17,0.05513375145382015,0.0,6
H2FL17056,"MEEK, KENRICK B",DEM,FL,Incumbent,2008,1552018.23,1311333.27,428804.12,0.0,1.0,1.0,4
H2FL19037,"DIAZ-BALART, LINCOLN",REP,FL,Incumbent,2008,2284226.09,3390483.6,60395.47,0.0,0.5790077720863115,1.0,9
H2FL23021,"HASTINGS, ALCEE L",DEM,FL,Incumbent,2008,820462.24,671966.83,159757.9,0.0,0.8218262912137552,1.0,14
H2FL25018,"DIAZ-BALART, MARIO",REP,FL,Incumbent,2008,1982915.58,2583104.25,16462.73,0.0,0.5790077720863115,1.0,9
H2GA01157,"KINGSTON, JOHN HEDDENS",REP,GA,Incumbent,2008,968552.11,873389.48,678232.17,0.0,0.6653324456351721,1.0,11
H2GA02031,"BISHOP, SANFORD D JR.",DEM,GA,Incumbent,2008,1062315.69,1034544.41,311496.32,0.0,0.6894893509613292,1.0,14
H2GA09036,"DEAL, NATHAN",REP,GA,Incumbent,2008,912801.0,898878.62,222513.11,0.0,0.7551053709683019,1.0,9
H2GA11149,"GINGREY, J. PHILLIP",REP,GA,Incumbent,2008,1630867.8,1242892.07,824400.58,0.0,0.6818597937868774,1.0,6
H2GA13012,"SCOTT, DAVID ALBERT",DEM,GA,Incumbent,2008,1435971.97,1433440.7,2568.05,0.0,0.2448946290316981,0.0,9
H2IA05072,"KING, STEVE MR.",REP,IA,Incumbent,2008,1023907.16,873234.78,180004.7,20794.95,0.5983778529258323,1.0,9
H2IL01042,"RUSH, BOBBY LEE",DEM,IL,Incumbent,2008,431209.94,435965.79,24821.01,23489.43,0.8586535591771464,1.0,14
H2IL02107,"WILLIAMS, ANTHONY WAYNE",REP,IL,Challenger,2008,0.0,0.0,0.0,0.0,0.1058530643644756,0.0,4
H2IL20042,"SHIMKUS, JOHN M",REP,IL,Incumbent,2008,1333114.94,1209097.87,1142862.24,0.0,0.6446168909562754,1.0,13
H2IL05092,"EMANUEL, RAHM",DEM,IL,Incumbent,2008,2878257.35,2105113.71,1766410.08,463562.94,0.7394279576598582,1.0,3
H2IL08039,"GUTIERREZ, LUIS V",DEM,IL,Incumbent,2008,323495.11,188442.89,259538.36,0.0,0.806047018036474,1.0,13
H2IL08088,"BEAN, MELISSA LUBURICH",DEM,IL,Incumbent,2008,3107770.59,2986006.91,183708.38,17800.0,0.6072041282463413,1.0,4
H0AR04038,"ROSS, MICHAEL AVERY",DEM,AR,Incumbent,2008,1791660.49,1722156.02,630899.01,0.0,0.8617233788982148,1.0,6
H0AZ01184,"FLAKE, JEFF MR.",REP,AZ,Incumbent,2008,1289324.86,845011.38,863325.27,0.0,0.6241681030355262,1.0,6
H2IN03145,"LARSEN, WILLIAM",LIB,IN,Challenger,2008,0.0,0.0,0.0,0.0,0.052591390665266774,0.0,3
H2KY04071,"DAVIS, GEOFFREY C",REP,KY,Incumbent,2008,2100357.21,1811174.15,350349.86,85400.0,0.6303374547238028,1.0,5
H2IN05025,"BUYER, STEVE CONGRESSMAN",REP,IN,Incumbent,2008,870671.45,969474.43,304019.59,0.0,0.598717518130139,1.0,9
H2IN06023,"BURTON, DANNY L",REP,IN,Incumbent,2008,1417759.04,1810301.74,331146.88,0.0,0.6554870385575683,1.0,15
H2IN09084,"SODREL, MICHAEL E.",REP,IN,Challenger,2008,1007293.04,1045384.23,6963.39,1250320.0,0.3840900689602427,0.0,4
H2KS01061,"ROSILE, STEVEN A.",LIB,KS,Challenger,2008,0.0,0.0,0.0,0.0,0.019081857419790155,0.0,2
H2MA11060,"DELAHUNT, WILLIAM D",DEM,MA,Incumbent,2008,117099.51,1217880.8,932910.63,0.0,0.7502357381835376,1.0,8
H2MD05155,"HOYER, STENY HAMILTON",DEM,MD,Incumbent,2008,3677194.29,3435236.84,635801.84,0.0,0.736468315099611,1.0,19
H2MD02160,"RUPPERSBERGER, DUTCH",DEM,MD,Incumbent,2008,1030874.19,636167.87,775840.13,0.0,0.7186184784300101,1.0,9
H2MI01068,"STUPAK, BART",DEM,MI,Incumbent,2008,1326901.81,1281687.75,132103.46,0.0,0.6503739674715406,1.0,9
H2MI02066,"HOEKSTRA, PETER",REP,MI,Incumbent,2008,742943.85,828856.96,114577.28,0.0,0.6236364324850208,1.0,8
H2LA05084,"ALEXANDER, RODNEY MR.",REP,LA,Incumbent,2008,911239.33,1021990.24,26506.79,59125.05,1.0,1.0,6
H2MA01020,"OLVER, JOHN WALTER",DEM,MA,Incumbent,2008,817747.93,857636.68,103469.22,0.0,0.6966542534809135,1.0,10
H2MA09072,"LYNCH, STEPHEN F.",DEM,MA,Incumbent,2008,1066682.55,739426.12,1301692.02,0.0,0.7629197908134333,1.0,9
H2MI11042,"KNOLLENBERG, JOSEPH K.",REP,MI,Incumbent,2008,3790745.87,4135869.48,112658.27,0.0,0.4262806033588758,0.0,8
H2MI07073,"PROCTOR, KEN",LIB,MI,Challenger,2008,0.0,0.0,0.0,0.0,0.017608583680333616,0.0,9
H2MI15092,"STEMPFLE, GREGORY",LIB,MI,Challenger,2008,0.0,0.0,0.0,0.0,0.012207658307582962,0.0,3
H2MI17023,"LEVIN, SANDER M MR",DEM,MI,Incumbent,2008,725442.68,660714.19,98200.91,0.0,0.7206605537484312,1.0,17
H2MN07014,"PETERSON, COLLIN C",DFL,MN,Incumbent,2008,1218270.47,1036468.1,497343.88,0.0,0.721961993135884,1.0,19
H2MN01124,"MIKKELSON, GREGORY",OTH,MN,Challenger,2008,0.0,0.0,0.0,0.0,0.04483754512635379,0.0,3
H2MD06054,"BARTLETT, ROSCOE G. JR.",REP,MD,Incumbent,2008,362220.59,273602.59,293567.0,0.0,0.5776271801775908,1.0,11
H2MD08126,"VAN HOLLEN, CHRISTOPHER",DEM,MD,Incumbent,2008,2375322.11,1279461.4,2576800.49,2209.56,0.7507499656878444,1.0,7
H2NC01081,"JONES, WALTER B",REP,NC,Incumbent,2008,670134.96,915302.87,32557.48,12000.0,0.6589968959320373,1.0,14
H2NC12021,"WATT, MELVIN L",DEM,NC,Incumbent,2008,680473.0,646079.39,94029.49,0.0,0.7155858704370248,1.0,11
H2NC13029,"MILLER, RALPH BRADLEY",DEM,NC,Incumbent,2008,948620.5,925433.29,37423.62,16506.79,0.6593330990403917,1.0,5
H2ME02097,"MICHAUD, MICHAEL H",DEM,ME,Incumbent,2008,792505.04,569118.75,259332.22,0.0,0.6743537321706373,1.0,6
H2ND00057,"POMEROY, EARL RALPH",DEM,ND,Incumbent,2008,2090331.7,1795718.45,642893.91,0.0,0.6197410539391334,1.0,9
H2NJ02037,"LOBIONDO, FRANK A,",REP,NJ,Incumbent,2008,1365491.15,1520183.19,1177314.59,0.0,0.5905692602961633,1.0,13
H2NH01130,"BRADLEY, JOSEPH E. MR. III",REP,NH,Incumbent,2008,1377094.82,1447192.16,1898.16,390000.0,0.45864002135692766,0.0,3
H2MI00037,"MCCOTTER, THADDEUS G MR.",REP,MI,Incumbent,2008,1133909.38,1058506.42,175575.24,0.0,0.5141084992844355,1.0,5
H2NJ05014,"FRELINGHUYSEN, RODNEY P.",REP,NJ,Incumbent,2008,1084236.44,1206619.68,384857.1,441079.0,0.6184421579750401,1.0,14
H2NY14037,"MALONEY, CAROLYN B",DEM,NY,Incumbent,2008,1692323.47,1257993.92,1107186.31,0.0,0.6425023307306841,1.0,14
H2NM02134,"TINSLEY, EDWARD R. III",REP,NM,Open seat,2008,0.0,0.0,0.0,0.0,0.4404194306246545,0.0,1
H2NY26080,"HINCHEY, MAURICE D",DEM,NY,Incumbent,2008,698172.35,735257.4,41262.53,0.0,0.03902075821607572,0.0,10
H2NY01067,"BISHOP, TIMOTHY",DEM,NY,Incumbent,2008,1391806.92,1478627.56,336964.16,0.0,0.02283599963152885,0.0,6
H2NY03089,"KING, PETER T",REP,NY,Incumbent,2008,1791788.97,875089.42,1077262.27,0.0,0.03261252992941808,0.0,14
H2NY09078,"DONOHUE, ALFRED F.",REP,NY,Challenger,2008,0.0,0.0,0.0,0.0,0.041256709509036295,0.0,1
H2NY11017,"TOWNS, EDOLPHUS",DEM,NY,Incumbent,2008,1545293.67,1568253.83,29762.13,0.0,0.6779564698528158,1.0,15
H2OH03067,"TURNER, MIKE",REP,OH,Incumbent,2008,1211640.64,1058005.5,159586.82,6995.93,0.6331962805996584,1.0,9
H2OH09031,"KAPTUR, MARCY",DEM,OH,Incumbent,2008,640881.92,501409.12,955576.58,0.0,0.7437350535559977,1.0,19
H2NY17071,"NADLER, JERROLD L MR.",DEM,NY,Incumbent,2008,1381999.07,1044460.06,1005793.45,0.0,0.6008371670582661,1.0,14
H2OH17109,"RYAN, TIMOTHY J",DEM,OH,Incumbent,2008,1360625.72,1151781.93,271517.15,506.45,0.7814588450334152,1.0,9
H2OK01093,"SULLIVAN, JOHN",REP,OK,Incumbent,2008,1093528.44,1171993.49,51925.25,12277.64,0.6616762574667971,1.0,5
H2OK04055,"COLE, TOM",REP,OK,Incumbent,2008,1124661.62,1116847.4,355413.24,0.0,0.6601632811669434,1.0,9
H2PA02055,"FATTAH, CHAKA",DEM,PA,Incumbent,2008,274081.32,699415.55,26801.24,0.0,0.8892964514222577,1.0,12
H2PA06080,"HOLDEN, T. TIMOTHY",DEM,PA,Incumbent,2008,1038663.93,1096082.93,517010.31,1188.21,0.6367941363083593,1.0,10
H2PA06114,"GERLACH, JIM",REP,PA,Incumbent,2008,2370629.41,2310347.6,71061.55,0.0,0.5210105263157895,1.0,6
H2PA09035,"SHUSTER, WILLIAM F",REP,PA,Incumbent,2008,988778.11,979180.08,46481.62,2080.92,0.6392398588163077,1.0,8
H2NY24036,"MCHUGH, JOHN M",REP,NY,Incumbent,2008,708608.26,645799.46,140678.23,0.0,0.03557292583774183,0.0,8
H2PA11098,"BARLETTA, LOU",REP,PA,Challenger,2008,1324953.94,1315972.97,9406.26,263170.0,0.4837265897788594,0.0,6
H2PA13102,"MCDERMOTT, JOHN P.",CST,PA,Challenger,2008,0.0,0.0,0.0,0.0,0.026710216163285096,0.0,2
H2SC02042,"CLYBURN, JAMES E",DEM,SC,Incumbent,2008,3076320.91,2389434.33,1038852.16,0.0,0.674799613359342,1.0,14
H2SD00092,"HERSETH, STEPHANIE",DEM,SD,Incumbent,2008,1457703.44,1571741.63,96532.51,0.0,0.6755574435300667,1.0,4
H2SC02059,"WILSON, JOE",REP,SC,Incumbent,2008,1161188.69,1266826.12,31288.6,0.0,0.537381436215741,1.0,9
H2SC03057,"BARRETT, GRESHAM",REP,SC,Incumbent,2008,1182189.76,765838.38,725212.74,0.0,0.6469431081834586,1.0,4
H2SC04022,"INGLIS, ROBERT D.",REP,SC,Incumbent,2008,454146.78,495294.25,140715.78,0.0,0.6009226919668457,1.0,7
H2PA18143,"MURPHY, TIM",REP,PA,Incumbent,2008,1825280.02,2073254.35,35585.59,0.0,0.5677488773797398,1.0,8
H2SC05052,"SPRATT, JOHN MCKEE JR",DEM,SC,Incumbent,2008,1225282.71,829184.29,519620.62,44000.0,0.6163703739980737,1.0,13
H2TX00015,"JOHNSON, EDDIE BERNICE",DEM,TX,Incumbent,2008,527856.68,455467.43,130230.22,83395.02,0.597453312478349,1.0,14
H2TN03052,"WAMP, ZACH",REP,TN,Incumbent,2008,1239750.65,1440112.68,527307.55,0.0,0.6937155887603702,1.0,9
H2TX03118,"JOHNSON, SAMUEL R HON.",REP,TX,Incumbent,2008,1213674.06,1569820.29,343148.23,0.0,0.597453312478349,1.0,13
H2TN05131,"COOPER, JAMES H.S.",DEM,TN,Incumbent,2008,637408.12,428900.93,274484.93,0.0,0.6584386180071262,1.0,9
H2TX03126,"SESSIONS, PETE",REP,TX,Incumbent,2008,1808591.32,1629830.98,778212.57,0.0,0.02613805881923039,0.0,14
H2TX05121,"HENSARLING, JEB HON.",REP,TX,Incumbent,2008,1598459.68,1005719.74,1508841.62,0.0,0.8359497282678422,1.0,8
H2TX29030,"GREEN, RAYMOND E. 'GENE'",DEM,TX,Incumbent,2008,1077281.59,860648.95,600035.8,200.0,0.936469914338532,1.0,13
H2TX23082,"CUELLAR, HENRY R",DEM,TX,Incumbent,2008,1423486.45,1178830.19,257037.04,0.0,0.6870702125292089,1.0,9
H2TX26093,"BURGESS, MICHAEL C DR.",REP,TX,Incumbent,2008,1049113.11,1021110.78,42406.12,33445.69,0.6017122105211237,1.0,9
H2TX27026,"ORTIZ, SOLOMON P",DEM,TX,Incumbent,2008,797438.71,771748.75,56501.34,0.0,0.5795160015694857,1.0,14
H2TX31044,"CARTER, JOHN",REP,TX,Incumbent,2008,947704.35,1053854.68,51879.73,0.0,0.597453312478349,1.0,9
H2TN06030,"BLACKBURN, MARSHA MRS.",REP,TN,Incumbent,2008,1246329.08,1558278.97,340480.06,7402.28,0.685847368570536,1.0,9
H2UT01094,"BISHOP, ROBERT",REP,UT,Incumbent,2008,309556.69,325774.74,88653.51,49859.2,0.6485491604738914,1.0,9
H2TX27117,"CLAYTOR, CHRISTOPHER J.",LIB,TX,Challenger,2008,0.0,0.0,0.0,0.0,0.022212657855785682,0.0,7
H2VT00094,"NEWTON, JANE",LBU,VT,Challenger,2008,0.0,0.0,0.0,0.0,0.01779970551834473,0.0,4
H2VA04052,"FORBES, J. RANDY",REP,VA,Incumbent,2008,729044.66,942032.14,88769.81,0.0,0.5951046421599839,1.0,7
H2VA09010,"BOUCHER, FREDERICK C",DEM,VA,Incumbent,2008,1750970.3,1153923.67,1372635.56,0.0,0.9706700379266751,1.0,14
H2WA04041,"HASTINGS, DOC",REP,WA,Incumbent,2008,615275.02,682936.47,126604.57,45100.0,0.6308794594795263,1.0,11
H2VA06115,"GOODLATTE, ROBERT W.",REP,VA,Incumbent,2008,1407772.32,1996998.61,656337.65,0.0,0.6157327972547313,1.0,13
H2WV01029,"MOLLOHAN, ALAN B.",DEM,WV,Incumbent,2008,794864.86,793618.61,6575.85,170000.0,0.9993080100498233,1.0,15
H2WA04090,"INSLEE, JAY R MR.",DEM,WA,Incumbent,2008,1033933.37,776202.24,1061093.27,0.0,0.677583908179236,1.0,9
H4AZ02119,"GAMMILL, POWELL",LIB,AZ,Challenger,2008,0.0,0.0,0.0,0.0,0.023317939903497693,0.0,5
H4AL05025,"PARKER, WAYNE JR.",REP,AL,Open seat,2008,1456464.25,1276539.85,179924.4,0.0,0.47940979295891073,0.0,2
H4CA07030,"CALLISON, WILLIAM A.",PAF,CA,Challenger,2008,0.0,0.0,0.0,0.0,0.028516907821597885,0.0,1
H4AZ04016,"SHADEGG, JOHN B.",REP,AZ,Incumbent,2008,2892558.32,2911886.23,5564.96,0.0,0.5407743103128714,1.0,8
H4CA11081,"MCNERNEY, JERRY",DEM,CA,Incumbent,2008,3047777.53,2957107.14,132740.25,8699.96,0.5527256599107575,1.0,8
